document,comment_id,comment,flausch
NDY-250,2556,"Also du siehst soooooo extrem gut aus in dem Video !!!! Ich habe das Video im Super pj von meiner Cousine , der ist toll ( Zweiteiler ) es gibt ganz tolle pjs bei primark ( das einzige , was ich dort kaufe )",yes
NDY-186,5767,Roman ich möchte dich heiraten,yes
NDY-208,3128,ich brauch morgens nur 5 min im Bad,no
NDY-179,4434,ich liebe euch,yes
NDY-186,3164,#Snapchatarmy @heikolochmann @applejuice55 ich liebe eure Videos ❤ ihr seid toll ❤,yes
NDY-208,12173,Ich brauche im Badezimmer 5 bis 10 Minuten,no
NDY-208,1990,Ich hab euch Grad im Fernsehen gesehen und finde ihr habt eure goldene Kamera echt verdient,no
NDY-250,1334,Ich trage immer PJ' s. Aber suche auch schon lange den besagten Einteiler . Würde mich freuen wenn du mitteilst wenn du einen gefunden hast :),no
NDY-208,9998,"Ich stehe um 6:30 mit fertig , dann Frühstück und dann zum Bus",no
NDY-250,1942,bei amazon gibts so einteiler :D,no
NDY-186,4321,+ Edgar Bernad muss ich dir recht geben,no
NDY-186,5371,😍 👍 👌,yes
NDY-186,2822,#MeinMotto,no
NDY-247,1366,+ Der Soziopath 😂 😂 okay ...,no
NDY-179,794,Hallo,no
NDY-208,12339,Ich habe am morgen drei wecker damit ich aufwache !!!,no
NDY-186,1577,+ DieLochis ihr seit geil kommt mal nach sondernheim,yes
NDY-247,1339,Du machst super viedeos dieses viedeo ist glaub ich dein 1. erstes viedo und jetzt hast du schon 1millionen abos :) :),yes
NDY-208,6765,Ich brauche 2 min im Bad,no
NDY-247,330,"Hört euch den Typen bitte mal an . Er hat keinen Plan von dates , wie auch , wenn man sein ganzes Wissen aus Sex and the city bezieht .",no
NDY-208,1627,ich bin um 6:35 Uhr fertig,no
NDY-186,5034,ich kan nu schlafen,no
NDY-179,663,Könnt ihr Heiko und Roman eine parodi über die sengerin Taylor swift tun BITTE ihr seid mein vorbild !!!!!!!!,yes
NDY-208,7191,eine stunde 30,no
NDY-186,5938,Ihr seid toll,yes
NDY-247,1278,+ Karina Wroblewski :),no
NDY-186,3910,Macht mal eine parodie von dem lied bist du real,no
NDY-208,361,Hey !,no
NDY-208,3859,10 Minuten ❤ 🦄 und dusche abends 😏 😂 😂 🤓,yes
NDY-186,2529,#SnapchatArmy @heikolochmann @thisiskrisib,no
NDY-247,172,Awesome shit .,no
NDY-179,482,Das Laptop ist richtig :D,no
NDY-179,1531,Warum,no
NDY-208,830,Ja bitte bitte mehr Boys vs Girls Videos 😍 aber eigentlich mag ich ja alle Formate von euch 😘 😍,yes
NDY-179,1645,Bang bang,no
NDY-208,5091,3 - 5 Minuten,no
NDY-020,297,"Wow ! Das ist so schön interpretiert . Ich finde , das Video spricht für sich . Du bist so toll ! 💕",yes
NDY-186,3587,ich weiß,no
NDY-247,1250,2016 😎,no
NDY-208,8486,Stella Love oh du arme,no
NDY-208,8425,2 stunden,no
NDY-179,506,Roman dein Rucksack,no
NDY-208,6541,2 bis 3 Stunden,no
NDY-186,5489,Geiler Song genau an meinen Geburtstag heraus gekommen,yes
NDY-208,3121,ich,no
NDY-020,164,Das singst du voll schön viel besser als das Original ! Werde mal Sängerin !,yes
NDY-003,181,bei mir kommt beim übersetzter Herz setzt einen Schlag aus also irgend was simmt da nicht,no
NDY-208,3723,10 bis 15 min,no
NDY-186,576,ihr luschen hört auf mit youtube,no
NDY-179,5128,2017,no
NDY-208,4442,2std,no
NDY-003,776,hahah okey ich hab wirklich ncihts verstanden aber naja egal =D kb jetzt in youtube zu disktieren =),no
NDY-208,1186,Milchzahn dein ernzt,no
NDY-003,49,gott heiko mit seinem süßen lächeln * - *,yes
NDY-208,9756,1 halbe Stunde,no
NDY-208,3002,Bluestar6 Wegen so etwas zu fragen ob man normal ist ist schon traurig . Naja findet man wohl nur unter lochi kommentaren,no
NDY-003,1460,erbärmlich ...,no
NDY-179,3125,ihr seid soo geil,yes
NDY-179,304,Mega cool !!!,yes
NDY-003,2556,Hallo ? Seid mal ruhig die trauen sich wenigstens ein Video zu machen okkk ???,yes
NDY-208,11239,5:00 Minuten,no
NDY-250,2905,Aber ich habe es aus Wien,no
NDY-208,1804,ich stehe um 6:40 Uhr los laufen,no
NDY-208,6047,2stunden,no
NDY-246,87,altah man kann man sich heutzutage nciht richtig schminken - . -,no
NDY-274,8,"also ich habe sie in ihrem café auf mallorca besucht und auch diese ganzen personen wie ihren martin kennen gelernt . ich sollte als statistin mit meiner mama und meiner schwester bei einem dreh mitmachen , weil wir spontan angesprochen wurden . sie ist eiskalt mit ihrem team nicht gekommen , am vereinbarten tag ! für mich ist daniela katzenberger eine frau , die zwar berühmt ist und auch weiß , wie man sich zu vermarkten hat , aber für ihren erfolg musste sie zu wenig kämpfen . MEINE MEINUNG ^^",no
NDY-186,262,alles was ich brauch ist schlaf . ja ich auch,no
NDY-179,4851,DIGGER WAS MACHST DENN DU OMG,no
NDY-179,5141,besdes lied,yes
NDY-250,1379,"Ich wusste ja schon das du hübsch bist aber heute irgedwie noch schöner , also ich bin 14 und wenn wir Mädelsabend machen , machen wir immer so Mottoabende also alle 2 Wochen und dann so pyjama nach dem motto und wir finde das eigentlich ganz cool ( wenn keine jungs dabei sind ) nur zuhause einfach schlabbertshirt und kurze hose :-)",no
NDY-186,1379,Coole Parodie . ♡ ♥ ♡ ♥ Mein Lieblings Song konnte es schon irgendwie erahnen das der Song es wird ... !! Mit Augenringen seht ihr aber auch sweet aus .. ♡ ♥ ♡,yes
NDY-208,4989,+ Jenny Mark aja auch wenn man geduscht hat . Man kann auch schwitzen während man schläft ...,no
NDY-186,33,cooles video 😍,yes
NDY-208,8514,ich brauche nicht lang,no
NDY-003,909,mal an alle leute die meinen die übersetzung besser zu können : MACHT DOCH SELBST EIN DEUTSCHES VIDEO ZU DEM LIED UND KRITISIERT NICHT ANDERE,no
NDY-179,927,"Hay , was geht ab Roman und Heiko",no
NDY-186,6417,So scheiße,no
NDY-250,2830,ich trag boxershorts und ein schlabber t-schirt ;),no
NDY-186,7203,die Lochis sind 17 Jahre alt,no
NDY-020,663,geht dich nichts an .,no
NDY-208,3931,5 Minuten,no
NDY-247,800,das war aber nicht sein allererstes video oder ? :(,no
NDY-285,131,"Find ich echt toll von euch , so ein Video zu machen !! Hoffentlich regt es viele Leute zum Spenden an , meine Familie und ich haben auch schon gespendet !",yes
NDY-208,9401,20 min,no
NDY-250,411,In diesem video siehst du wunderhübsch aus !!!,yes
NDY-003,696,"eyh ..... LEUTE ( die Kommentarschreiber ) ... manch von euch sollten ihr gedanken für sich behalten . Einfach nur aus Langeweie andere zu beleidigen oder , wie ich gelesen habe , dass die sich ein Strick holen sollen . SOWAS find ich total beschissen . Beleidigende Kommentare und all sone scheiße gehören nicht ins Internet . Sowas könnt ihr mit euren kumpels oder so machen aber lasst es sein ständig welche aus Langeweile zu beleidigen ..",no
NDY-186,3512,+ Zinafira Msp Das finde ich aber schöner ! Ich sag ihnen ja nicht was sie machen sollen ! 😂 🙈,no
NDY-179,1459,"wenn man mal sieht , wie viele sich hier aufregen , dann frag ich mich , ob hier wirklich nur wegen schlechten videos rumgehatet wird . wenn es euch nicht gefällt , dann abonnierts nicht und schaut es nicht an , okay ? jeder hat seinen eigenen geschmack und die lochis haben ja leute , die sie mögen . so schlimm kann es also nicht sein . aber ich bekomme das gefühl , dass die leute hier in den kommentaren einfach nur Aggressionsprobleme haben und ihre wut nicht unter kontrolle haben . meine meinung . kauft euch nen boxsack und lasst andere in ruhe . die haben auch gefühle und wollen glücklich sein ! warum regt ihr euch so auf ?! ps , nein , ich bin kein lochi fan . ich mag ( fast ) keine deutschen lieder , egal von wem .",no
NDY-208,6992,Ich brauche im Bad 1 - 2 Stunden 😂 😇,no
NDY-208,11270,Ich fand kake das ihr die KCA's gewonnen habte : 3 (,no
NDY-208,1964,20 min,no
NDY-208,12213,ich brauche 15 min und bin ein Mädchen,no
NDY-186,1492,Fand ich auch 😄 xD ( Nicht ) Liebe euch Grischis ♥ : e,yes
NDY-250,2348,schlafoverall-shop.de,no
NDY-208,9738,Ich brauche 10 Minuten und mein Bruder eine gefühlte Stunde,no
NDY-208,8761,meist zwei Stunden,no
NDY-208,7280,Also ich bin ein Mädchen und ich brauche lange,no
NDY-186,7151,"Soup Polizei Lerne erstmal schreiben , da bekommt ja sogar MR. Krebs Augen Krebs .",no
NDY-003,1984,Das ist cool,yes
NDY-003,1942,DU IDIOT DAS SIND ZWILLINGE !!!,no
NDY-208,4742,Im bad brauche ich 10 min ... mein brudi bestiimmt gefühlte 10 <b> STUNDEN </b>,no
NDY-250,1168,Du bist so Bildhüpsch !,yes
NDY-250,1242,"Ich schlafe in Chillerklamotten , woher meine Chillerklamotten auch manachmal ein ganz klassischer Pyjama sind ;)",no
NDY-003,3047,I love 3 vou Roman,no
NDY-186,5337,gay gay gay gay gay gay gay gay gay gay und nochmal gay,no
NDY-208,1748,"Ich brauch grad mal 2 - 5 Minuten im Bad , weil ich immer soooooooooo lang liegen bleibe , dass ich einfach keine Zeit habe .",no
NDY-247,123,er würde auch ein gutes date abgeben ... xD ich mag ihn iwie ... x ),yes
NDY-003,3309,I love roman,no
NDY-208,3562,10 min 👍 😎 😻,yes
NDY-179,3729,Geilo,yes
NDY-208,1221,2 Stunden brauche ich im Bad 😂,no
NDY-208,10118,hi,no
NDY-003,625,irgendwie könnt ihr nicht singen,no
NDY-186,2287,#snapchatarmy @heikolochmann @vickyfeatvanessa,no
NDY-003,3782,Ohaaa 2012 und jz 2018 ..,no
NDY-186,5891,cool,yes
NDY-186,5760,"Is ja egal ;) , Junge das solltest du echt mal benutzen",no
NDY-208,4025,ich bin ein tomboy ^^ ich brauche morgens mit duschen 30 - 40 Minuten xD,no
NDY-186,5384,könnt ihr vielleicht eine Parodie zu kraftclub machen,no
NDY-208,7578,Ich brauche 10 Minute im bad,no
NDY-186,1787,#SnapchatArmy @heikolochmann @selinarslan1905,no
NDY-208,1916,Ich brauche morgens 5 Minuten im Badezimmer,no
NDY-003,239,"nette idee , aber nächstes mal bitte den Text Sinngemäß übersetzen ;)",no
NDY-179,2251,Könnt ihr mal ein Witz von mir in einem Video zeigen ?,no
NDY-208,8042,1stunde,no
NDY-186,569,+ Marie Adelmann ist das ein Gymnasium,no
NDY-179,1325,Alles wahr 👌,no
NDY-179,3942,hallo heiko und roman,no
NDY-250,1363,Wo hast du die Mütze her ??? ... bitte kurz beantworten darum ... BITTEEE !!,no
NDY-020,874,WUNDERSCHÖN ~ drückt es noch nicht aus ! <b> - </b> Respekt ! Is mega ♡ Bin voll gerührt 3,yes
NDY-186,4082,ihr seit sooo cooll,yes
NDY-208,11779,Ich bien ein medchen und ich hab schnel die perfekten kleider gefunden 😊 ☺ 👍 😉 😍,no
NDY-186,3390,Dann geht früher ins bett dann habt ihr genug schlaf,no
NDY-179,3754,Loches in welcher starkes wohnst du,no
NDY-247,1150,Omg wie Süß ♥,yes
NDY-186,7183,wie macht ihr music mit remix ?,no
NDY-274,236,"Ich glaube , ich werde mir das Buch kaufen . Habs am Flughafen entdeckt und es mir schnell angeguckt . Da ich Daniela seit Jahren ( durch VOX ) im Fernseher verfolge und ich sie super symphatisch , lustig und besonders finde , werde ich da wohl nicht drum rum kommen . Danke für die Review .",yes
NDY-250,1708,Ein großes T-shirt meines Vaters und eine sehr große schlabber Hose ( :,no
NDY-208,8469,Moritz Musikant ich auch cD,no
NDY-186,175,Cool,yes
NDY-186,650,Ich habe euch schon ein Daumen nach oben gegeben,yes
NDY-186,3690,ich heiße maurice,no
NDY-186,993,+ DieLochis,no
NDY-208,1976,Hab da jetzt kaum 'n Unterschied zwischen Jungs und mir gesichtet . 🤔 🤷🏽‍♀️ Brauch vllt so 10 - 15 min im Bad .,no
NDY-208,7778,im Bad brauche ich nur 5 minuten,no
NDY-186,842,geil,yes
NDY-186,3264,+ DieLochis xD,no
NDY-003,1923,da hör ich lieber zu wenn man eine tafel zerkrazt so schlecht singt ihr ich könnte heulen,no
NDY-250,1222,"ich hab ein schlafanzug mit ner Katze und einen mit Blumen , find ich witzig und am besten finde ich es wenn sie kurz sind",no
NDY-186,6702,[ Leomon ] Mr_green_eyes21 ich find es ist nicht besser als das Original ( : Trotzdem cooles Video,yes
NDY-186,1909,#SnapchatArmy @heikolochmann @luci040502 💕 wär n 🍦 😅,no
NDY-208,2549,10 min wenn lange,no
NDY-208,3144,wenn Zeit Dann 19 -21 min,no
NDY-186,5861,geiler song,yes
NDY-208,9260,10 Minuten Zähne putzen,no
NDY-179,3692,Das ist mir auch passiert,no
NDY-208,11504,3 Tage,no
NDY-186,3730,"oder könnt ihr mal eine Flachwitz Challange machen mit Bradetv , . Christezz Show , Sprink 😁 😂 😂",no
NDY-179,2657,People like they are called 'Gay Popel Kack Fresser',no
NDY-186,330,Richtig geil .,yes
NDY-179,3039,Bei dieser hässlichen Parodie sieht man mal wieder dass die lochis nicht singen können und auch 150 % autotune in der Stimme nichts daran ändern ...,no
NDY-179,1921,hallo dielochis du bist cool,yes
NDY-186,895,ganz ehrlich ich find das dumm das richtige lied ist so cool aber ich finde das von auch doof ihr versaut nicht das lied aber ich finde es nicht so gut,no
NDY-208,6683,Ich bleib meistens im Bett liegen und denk mir dann schon mein Outfit aus um länger liegen zu bleiben darum hab ich auch 3 wecken 😂,no
NDY-208,8240,Annalena Maier Ich brauche auch zwei Stunden ich muss schon um 5 Uhr in die Schule,no
NDY-208,4183,Auf der Uhr 11 : 15 ? Kann nicht ganz sein 😂 😂 ❤,yes
NDY-247,740,das ihr sie schätzen TUT :),no
NDY-003,3014,nur weil sie übersetzungen gemacht haben heißt das net das sie nachmacher von alexibexi sind zuerst denken dann schreiben ?!,no
NDY-186,630,+ Its Joulie time time forever hab ich mir auch gedacht,no
NDY-208,7422,Ich bin ein Mädchen und brauche im Bad 1 h,no
NDY-250,189,"hallo :))) ich hab so einen Einteiler , schaut zwar nicht soooo heiß aus , ist aber echt gemütlich ! ich glaub der ist von Esprit :D Hoffe ich konnte dir helfen :* 3",yes
NDY-208,329,Wer kann Roman mit der Brille auch nicht ernst nehmen ? 😂 😂,no
NDY-208,1456,"Also wen das eine Morgen Routine von Mädchen ist , dann bin ich ein Junge 😂",no
NDY-208,1362,So nun kennen wir alle Heiko's Zimmer 😗 Wer ist auch für ne Abendroutine ?,no
NDY-186,6677,lochis,no
NDY-247,1359,Wer ist hier wegen dem neuen neuen Video,no
NDY-208,9592,20 min,no
NDY-250,331,"Ich trage gerne , ne Jogginghose und ein T-Shirt von meinem liebsten ;)",no
NDY-186,3272,der iijjjjuuu,no
NDY-208,3976,David m Boah du Saupreiß des is fucking boarisch . #MakeGoaßmassgreatagain,no
NDY-208,5673,Ich brauche 10 Minuten,no
NDY-208,10628,big watermölön ich auch,no
NDY-003,2219,xD man sieht das das playback ist oder wie man das acht . also das die leute die es singen in dem fall ihr nur die lippen bewegt !,no
NDY-247,1215,Wer guckt das hier in 2015 ?,no
NDY-179,4362,ihr seid richtig cool euer Kino Film auch,yes
NDY-179,2948,Volllllllllllll coooooooooooollllllllllll,yes
NDY-208,2303,Und frühstücken ... Ja des fällt immer weg 😹 😹 🙊 🙈,no
NDY-003,832,Alexi Bexi 1000000000 mal besser ! Nachmacher !,no
NDY-208,11622,emm mindestens 5 stunden,no
NDY-003,705,dann lösch ich auch mal miene kommis,no
NDY-208,782,mehr davon,no
NDY-186,3803,hallo Roman,no
NDY-208,8085,Ich brauch 1st im bad,no
NDY-186,5977,Ist mir heute in englisch passiert war voll müde ! Ist das euch auch schon passiert ?,no
NDY-179,2418,Ja finde ich aber jeder hat eine andere Meinung,no
NDY-208,10553,Ich esse nie frühstuck außer am Samstag und Sonntag,no
NDY-179,4060,ihr seid voll cool,yes
NDY-250,1615,Ich hab nen supi weichen PJ von Primark ! :) Da gibt es übel viele in allen möglichen Variationen !,no
NDY-179,3122,Das mit den Ladekabel kenn ich irgendwo her und ich spreche nicht über mich nein überhaupt nich,no
NDY-208,6983,im Bad 1 Stunde,no
NDY-208,7673,halbe Stunde im bad mindestens,no
NDY-247,1522,Wow das ist sein erstes Video ?!,no
NDY-208,2980,Bluestar6 ich bin genau so,no
NDY-208,5634,Sophia Lochinator,no
NDY-003,3545,Soo schwul alter,no
NDY-186,6852,nessa_unterhaltung beuty / diys was !!!!!!!!!,no
NDY-208,12083,Bin n Mädchen und brauch 15 Minuten,no
NDY-208,855,ich lasse das Frühstück öfters aus damit ich länger schlafen kann 😅 😂,no
NDY-186,4912,Lochia besten Youtuber ever 😄,yes
NDY-208,1122,Die Lochis gel,no
NDY-179,134,WOW . Mega Geil !! Weiter sooo !!! ❤️,yes
NDY-208,2489,cooles video dielochis :),yes
NDY-179,360,Lasst die song Parodien einfach 🙈,no
NDY-208,7419,ich brauche meistens sone halbe stunde bis so 2 stunden,no
NDY-003,3209,cool,yes
NDY-208,10599,big watermölön nein,no
NDY-186,5176,beste :),yes
NDY-179,795,Halt dein Maul und der letzte Sommer ( YTITTY ),no
NDY-208,7491,ich drauch nur 3 minuten,no
NDY-003,765,"Kurze Frage : Warum versucht ihr Alexi Bexi nachzumachen ? Den Erklärbär , die Liedübersetzungen ? Warum ?! Und einen Tipp für euch ... Lasst mal die ganze Computerbearbeitung weg ! Das klingt nicht so toll .... Macht mal ein Video wo ihr normal singt . Oder habt ihr Angst das man eure richtige Stimme hört ? Weil sie vllt. nämlich nicht so gut ist ?",no
NDY-208,11605,Bei 5:56:08 haha,no
NDY-208,11790,Im Bad : 5 min ( bin aber auch erst 10 ),no
NDY-020,1537,Wie viele Modelanfragen 100 - 500 ?,yes
NDY-186,5731,Roman hast du eigentlich eine freundin ?,no
NDY-186,3138,Mega geil 😍 🔫,yes
NDY-020,733,Ich liebe einfach diese Videos ! Ohne Worte drückst du doch so viel aus und regst zum Nachdenken an . Man merkt wieviel Arbeit du in solche Videos steckst . Danke dass du Youtube machst und und mit deiner tollen Art die Menschen immer wieder zum Nachdenken bringst ! PS Super Stimme,yes
NDY-179,4251,..... DAS laptop nicht mehr geht ...... 😂 😂,no
NDY-186,5635,cool,yes
NDY-208,2691,ehm .... ca . 30 min . 😂,no
NDY-186,7506,Du muß ins Bett und nicht in die Schule,no
NDY-179,1541,"Mir ging es vor kurzem auch so . Der Unterschied ist nur , dass kein Stromausfall war und kein Kumpel ein Ladegerät benötigt hat . Mein Ladegerät ist inzwischen wieder aufgetaucht :-)",no
NDY-186,5183,Macht mal eine Song Parodie von Black Window,no
NDY-208,4606,Ich bin viel schneller aus dem Bad als mein Bruder C : -Mandy,no
NDY-179,5177,* das Laptop xD 😂 😂 💓 ❤,no
NDY-247,520,Samiii ... Och wie süß ... :D,yes
NDY-208,1172,Marie Alter Lern erstmal schreiben bevor du irgendwas ins Internet schreibst ...,no
NDY-208,1665,zu 95 % passt die morgenroutine der Jungs zu mir obwohl ich mädchen bis haha 😂,no
NDY-250,467,"Ich hab im topshop onlineshop Einteiler gesehen , allerdings leider auch zu topshop Preisen :/ ansonsten hab ich diesen primark einteiler als Skelett und ich lebe quasi in dem Teil :D",no
NDY-250,697,Schreib auf GOGGLE einfach Pyjama Strampler für Erwachsene :D,no
NDY-208,9435,Himmelstern Nein ich auch 😕,no
NDY-186,2132,#SnapchatArmy @heikolochmann @Jessicawhatever,no
NDY-186,7265,ich hab auch richtige große augenringe,no
NDY-003,3714,voll gut 😍 😍 😍 ❤ ❤ ❤ ❤ ❤,yes
NDY-208,2098,Yes xD,no
NDY-186,7611,das ist so ein geiles Lied,yes
NDY-179,2966,Lasst die lochis doch ich will es dann sehenn wir es besser macht mehr abos zu bekommmen als sie,no
NDY-020,277,Ich vestehe den Sinn von dem Video nicht ganz . Ich habe die Beschreibung auch durch gelesen . Ich finde aber das dass Video mega geworden ist . Es drückt viel aus . :),yes
NDY-208,9145,Nur 10 minuten,no
NDY-186,45,+ S E R E N A O C E A N A das stimmt,yes
NDY-186,5318,Dieser Moment wenn du bei einem Video ein altes Kommis von der findest 😩 😂,no
NDY-208,576,hi lochis,no
NDY-179,1590,Ich find mein akukabel auch nicht 😲 😲 😲 😲 😲 😲,no
NDY-179,1819,Naja mittel * - *,no
NDY-179,3837,cooles Video,yes
NDY-208,10135,fertig,no
NDY-208,50,Endlich 😄,no
NDY-186,6961,derasdf du bist eklich,no
NDY-208,10975,30 minuten im bas,no
NDY-186,7116,Show Tube Showreels auf YouTube ja is er,no
NDY-208,11617,10 min,no
NDY-003,2084,Ihr könnt kein englisch ( ;,no
NDY-179,1047,Superheroes-The Script * <del> * Das wäre mega cool^ </del> ^und sehr coole Parodie :-D,yes
NDY-208,11835,"Ich brauche 1,5 Stunden im Bad also sogar länger wie mein Bruder und der ist voll der Beauty Typ .",no
NDY-186,6354,cool,yes
NDY-208,7371,also meine morgenroutine also ich sag mal wenn ich 07:02 solange bin ich noch am Handys ( frühstücken tuhe ich nie,no
NDY-179,132,Voll die geile Parodie,yes
NDY-003,914,gay,no
NDY-247,493,Wie aufgeregt :'D Echt niedlich ( : Gutes Video . c :,yes
NDY-179,411,Das sind nicht 40 Euro das sind 40 Chef . ( Chf . sind weniger wert und die Schweiz ist generell teurer ),no
NDY-208,7178,"meistens brauche ich im Bad 1 halbe Stunde mit schminken und haare machen , mich mit bilou waschen und einkremen und anziehen d an noch frühstuck !!!!!!!! cooooles VIDEO",yes
NDY-274,182,Du könntest so eine film oder auch buch kritikerin werden du machst das echt gut :D Das das ein klo´buch ist da musst ich aber lachen ... Wenn die Daniela das sehen würde :O ! lol Mach das doch mal öfter wäre ne coole sache . Ich find die Katze nicht schlecht ihre sprüche sind echt gut ...,yes
NDY-179,2754,Hdf + Der Hansen,no
NDY-252,471,Richtig gute Video Idee !! Ich hab mir einige Tipps aufgeschrieben und werde sie mal ausprobieren falls da mal wieder ein gast auf meiner Haut auftaucht :D tolle verlosung :),yes
NDY-020,993,"camilla winkler Wenn du lesen könntest , würdest du vermutlich in die Infobox schauen .",no
NDY-285,31,Meine Schule spendet die gesamten Einnahmen der Weihnachtsfeier,no
NDY-252,497,"echt tolle Video Idee Daarum ! ☺ ich würde es so toll finden wenn ich gewinnen würde weil ich wollte eh mal das VICHY Normaderm Hyaluspot ausprobieren und als du gerade dieses Wasserspray gezeigt hast , kam das gleich auch auf meine Liste die ich haben will :D liebe Grüße ❤",yes
NDY-208,10822,"Kitty Cat ich tusche ja nicht mal in der früh ;) sonst wäre ich erst um 7:30 ( wache um 6:00 auf und brauche 1 st. Na ja 40 min . Für essen , zähne putzen und anziehen ) fertig und der zug fährt um 7:20 zur schule also jaa ! Und außerdem bin ich nicht so der hygiene tyb !",no
NDY-208,4256,+ Lego Gaming - Gaming & Design ich war mit 10/11 in der 6. Klasse :D,no
NDY-186,3061,Frage : Kannst du es dir überhaupt leisten alt zu werden ? Die Zukunft steckt voller Fragen . Finden wir gemeinsam Antworten,no
NDY-208,11514,Bin etwa 1 h im bad,no
NDY-020,632,Schlampig ist ein anderes Wort und Schlampe ist ein anderes Wort .,no
NDY-274,239,@Moehrlinjack In der Beschreibung steht das - Top : Levis :),no
NDY-208,1009,Komme deswegen jeden tag zu spät .. wirklich jeden,no
NDY-208,907,Ich verpenne sooo oft weil ich den Wecker einfach nicht höre oder ich schalte in im Schlaf aus Haha ♥ ♥ ♥ ♥ ♥ ♥ ♥,no
NDY-208,6079,wiest ihr noch furtz Kisten mann 😂 😂,no
NDY-250,1021,ich hab eine peter griffin schlafhose und ich libe sie ich hab sie meist schon nach der schule an,no
NDY-003,3197,stimmt doch gar nichr,no
NDY-186,5259,Alter ist das mädl hässlich 😂 😂 😂,no
NDY-179,1462,"+ Brother LP naja , es geht ja darum , dass das jemand sagt , der KEIN fan ist . wer fan ist , ist da etwas wahrnehmungsgestört . ich würde lefloid auch mit zähnen und krallen verteidigen , auch wenn es vllt berechtigt ist .",no
NDY-186,2202,meine auch,no
NDY-250,2554,du bist soooooo hübsch !,yes
NDY-186,5624,love you lochis bin ein Mädchen hab ein Ohrwurm von allen Liedern von euch und von die erste Träne fält,yes
NDY-186,4822,Wie reagiert ihr wenn ihr Sex macht,no
NDY-250,2221,Ich friere nachts immer und habe manchmal pullis getragen :O bis meine mama mir einen richtigen flauschigen Schlafpulli gekauft hat von snoopi ( er ist wirklich extra zu schlafen ) und den trage ich immer ( ausser im sommer natürlich :D ) ( ich bin 17 und finde pyjamas überhaut nicht peinlich oder so ^^ ),no
NDY-250,1453,"Ha ha , die stelle wo du deine pyamas aus deiner kindheit zeigst ist so schon süß und dann die stimme dazu ... einmalig ! ;) Ich habe auch noch Snoopy Nachthemden und schlafanzüge zu hause . Ich glaube , da musste fast jeder durch ! :)",no
NDY-186,7402,EIN WORT : Lebensgeschichte,no
NDY-186,3249,@snapchatgang @heikolochman @mgamer_bigbang,no
NDY-252,4,"ein aufwendiges Video , gefällt mir :)",yes
NDY-186,105,+ Svenja Kummich das ist so ein scheiß faker,no
NDY-208,4096,Laras beauty channel Ja dachte ich auch so 😂,no
NDY-020,1351,"Zum 50 millionsten mal schon angeschaut .. 💕 🎀 verstehe nicht wie man so hübsch sein kann , so eine tolle Stimme haben kann und dazu noch so einen guten Charakter hat . und man dann verletzt wird . lass dich nicht runterkriegen denk an die Sachen die dir als Kompliment gesagt wurden 💟",yes
NDY-186,7326,Wer feiert auch das trotzdem obwohl es 2017 ist also ich schon ❤️ ❤️ ❤️ ❤️,yes
NDY-208,3325,"ich brauche als Mädchen meistens eine halbe Stunde ( wenn ich mir Zeit lasse , wenn ich mich beeil dann ca. 10 - 15 Minuten ... )",no
NDY-208,2050,Ilaria Klein Ich bin 10 und gehe jeden Tag erst um 21:30 bis 22:00 pennen . Stehe um 6:00 auf und habe Augen ringe die Lefloid Konkurrenz machen könnten aber Gott sei Dank sieht man meine Augen ringe wegen meiner Brille nicht . 😂 😂 😂,no
NDY-208,1443,"Wenn ich dusche hab ich ca. 15 - 20 Minuten im Bad , wenn ich nicht dusche hab ich 5 - 10 Minuten im Bad . Fürs Frühstück hab ich ca. 5 - 10 Minuten . Allerdings hab ich mega lang bis ich aus dem Bett komme !!!",no
NDY-186,779,heiko und Roman könnt ihr mall was aneres seng,no
NDY-252,871,... richtig tolles Video da waren echt ein paar Tipps dabei die ich noch nicht kannte und bestimmt mal ausprobieren werde ;),yes
NDY-186,215,cool,yes
NDY-208,6084,ich brauche im Bad 5 - 10 Minuten,no
NDY-250,1610,Du siehst grade voll gut aus haha :),yes
NDY-208,5648,Simon Desue !,no
NDY-208,8268,Und ich esse nie am morgen,no
NDY-179,2515,Haha voll lustig,no
NDY-179,2032,Hast du es nötig immer den gleichen Text unter jedes Video zu schreiben,no
NDY-186,392,<EMPTY-COMMENT>,no
NDY-208,4464,10 min Frühstück 5 - 10 min im Bad 10 min anziehen,no
NDY-208,9956,10:00 Minuten,no
NDY-186,6547,GEILA SONG 😍 😍,no
NDY-186,2285,#SnapchatArmy @heikolochmann @nadine . stehle00,no
NDY-208,10879,10 - 20 Minuten und wenn ich Dusche 1 - 2 Stunden,no
NDY-179,2663,Daf ich fragen wo ihr den kleinen Sessel her hapt der kam bei ROAR vor,no
NDY-247,612,daumen geiler junge,yes
NDY-186,7598,Manche Parodien sind nicht so gut aber die ist geil 😂 💖,yes
NDY-186,6522,ggggggeeeeeeiiiiiiilllllllll,yes
NDY-003,475,an den hohen tönen solltet ihr noch arbeiten !!!!!!,no
NDY-208,11815,Imnest Kraus warum Beleidigst du Menschen die dir nichts getan haben ?,no
NDY-208,8266,Pixxel voll ne xD,no
NDY-186,6939,"Als meine Mutter das gehört hat sagte sie : , , ja passt zu dir . Du bist doch auch immer so müde . ' 😂",no
NDY-208,8644,5 min,no
NDY-208,248,ich liebe euch si sehr 💗,yes
