id;description;DBO
1012441112127645;Frank Voelker Mohammed!;nothing
1056926674345755;pro  person  haben die uns  schon 500 000 euro  gekostet;criticism
1111435135561575;So ist es richtig;nothing
1012242808814142;"Ich bin mehr der Stadtmensch, zum Kaffee gab es ""Berliner"", heute abend "" Hamburger"",""Frankfurter"" Würstchen und ""Wiener Schnitzel"" !!
Und im Schlafzimmer treiben sich ""Pariser"" rum ??";nothing
982805195091237;"Ich habe gerade den geplanten ""Verteilungsschlüssel"" für neu ankommende Flüchtlinge angeschaut. NRW...mehr als 20 %. Sachsen: 2 %. Und gerade ihr tut hier so, als ginge das Abendland unter und wäre bereits eine muslimische Monokultur. Schaut Euch mal an, wie viele Immigranten bei Euch leben und wie viele Euch zugeteilt werden. Offenbar ist selbst den von Euch so genannten ""Volksverrätern"" der Politik klar, dass Ihr lausige Gastgeber seit. Und am Lautesten brüllt...";nothing
985352081503215;Ich schätze morgen liest man wieder von 500 Rechten ??;nothing
1012440338794389;dann schleich Dich aus BW;nothing
1063832000321889;Naja, in Deutschland besteht Schulpflicht, kannst du nicht wissen...wenn ich in deinem Land groß geworden wäre, dann hätte ich das auch so machen können wie du: Schule schwänzen und den ganzen Tag Ziegen oder Kamele fick..!!! Sei es dir gegönnt...!!!;nothing
876589165712841;"Wir haben keinen ""Aufmarsch"". Es gibt ne Kundgebung und dann einen Spaziergang. Bei uns ""marschiert"" niemand! Und der Theaterplatz ist ein öffentlicher Platz vor der Semperoper. Er kann von jedem genutzt werden. ??";nothing
982690368436053;Weis nur eins, Gorbatschow hat riesenfehler gemacht!!!!;nothing
1065875780117511;Gerade wir Älteren haben gelernt wie Lüge und Propaganda einherkommen. Linke Ideen hören sich gut an, besonders wenn man jung ist, aber es sind Luftschlösser.;criticism
855028521202239;Nur lasst euch nicht wieder verschaukeln nur gemeinsam sind wir stark;nothing
1134168909954864;Danke für die Info, du Klumpen;nothing
945853772119713;Dafür müsste doch das 11. Revier zuständig sein. Hoffentlich greifen die richtig durch.;nothing
855581544480270;lt. studie eines tu-professors sind pegida-teilnehmer gut ausgebildete leute oder seid ihr nicht gebildet (a. masoumi und en gin) und könnnt nicht lesen. aber hetzt ruhig weiter, ist vielleicht eure einzige bildung.;nothing
991249280913495;Viel viel Glück heute.;nothing
1063752000329889;"Uuiih und Hamburg ist so weit unten? Das erklärt den Artikel in der Hamburger Morgenpost... 
Da bekommt ""der Schandfleck von Deutschland"" ja eine ganz neue Bedeutung...??";nothing
888078014563956;"Also ich habe nur Araber ""Hamas, Hamas ,Juden ins Gas ""auf einer Demo in Frankfurt brüllen hören.Ich dachte , ich kipp um, so hat mich das geschockt.";nothing
1069457833092639;Wer kann den alten Mann für voll nehmen ? Da stimmt waa wie bei so vielen ganz schwer was im Kopf nicht ! Wie kann es sein das solche Parkinsonanwärzer solche Posten erlangen ? Absolut irre was in dieser Bananenrepublik passiert !;criticism
876262615745496;Der Islam ist nicht friedlich, schaut eu doch den Koran an..;nothing
960936737278083;Ob Patriot oder Nazi, ich denk mal die haben alle andere Namen oder gibt es nur diese 2? Mein Name ist Bernhard Nowack aber nicht Nazi oder Patriot. Patriot bin ich;nothing
1143;Sieg Heil für Deutschland! Wir müssen unsere Ehre und Freiheit verteidigen! #HammerskinsForever;agitation
882991455072612;Sollen mal in den eigenen Reihen suchen.;nothing
1012999782071778;besoffen oder einfach nur dumm? ich wollte darauf hinweisen, dass Herr von und zu Lügenlutze diesen Fakt gerne mal unter den Teppisch  kehrt....weiß nicht warum du jetzt deine geistige Toilette bei mir ausleeren musst. Typen....;nothing
855033831201708;Gänsehaut pur, sehr schönes Video.....;nothing
1390614549280305152;@SteveMaquis @unuffgerescht @NektarAmbrosia1 @Cobeland1 @PAOKGATE45 @Mr369t @neuaubing @Xxmanxx40D @erdantu @PatronKobra @Meryem79 @GGahnt @GypsyTeller @ApoIbne @Recep32449274 @YuriSch43965199 @batitrakyakiz @ArisKallimachos @Mimoun72105885 @KeremSchamberg @SeyranAtes @cem_oezdemir @YouTube Der dicke Kammenos wollte ja die Türkei zerquetschen. Sprüche klopfen aber sein Land  nicht einmal gegen Flüchtlinge verteidigen. Waschlappen;nothing
1063263567045399;Matthias Leibiger es soll ja noch mindestens eine Million dieses Jahr in Deutschland einreisen,und dann noch irgendwann der Familiennachzug !Und dann kommt erst das richtige Chaos zum tragen !Das gibt noch einen!;criticism
1745;RT @name: http:// 👇🏻🇩🇪🔥 mit meinen Worten-Deutsche in Deutschland zum #ABSCHUSS  frei gegeben! wobei ich d.Polizei keine Schuld geben kann, sondern der Verbrecherischen-Kriminellen Regierung,die s.aber Dafür a.n.die DIÄTEN erhöhen! #RAUSausdemREICHSTAG❗️..🇩🇪🔥❗️ http://;subversive
925399134165177;Ralf, Du bist aus Frankfurt und hast doch keinen Plan von Verbrechensstatistik. Da steckt der Flughafen mit drin (Schmuggel z.B.) und das Frankfurter Kreuz (dort werden die meissten Drogenschmuggler rausgefischt). Ohne diese Verbrechens-Drehkreuze ist Frankfurt eher hinter den westlichen Großstädten. Der Ausländeranteil in Frankfurt beträgt zur Zeit 26,8 %. Siehste, jetzt weisste Bescheid. :D PS Pegida bringt aber immehin so 50 - 60 Leutchen zum spazierengehn. Und das bei 650.000 Einwohnern. Respekt!! :-);nothing
1152506528121102;Die AWO ist doch auch so ein moralisch verkommener Verein, welcher sich, als Teil der Migrations-/Zuwanderungs-/Flüchtlingsindustrie, mit unseren Steuermitteln die Taschen füllt. :-( Denen gehört das Handwerk gelegt, zumindest jedoch mal richtig auf die  gierigen Pfoten geklopft.;nothing
862041733834251;"[@IND] Es werden ja nicht mal die bestehenden Gesetze umgesetzt. Im Prinzip will PEGIDA gar nicht mehr. Hier leben 600000 Ausländer die gar keine Aufenthaltserlaubnis mehr haben. Zudem geht es bei der ""Islamisierung"" darum das Menschen ein besseres Leben haben wollen und deswegen hier her kommen. Warumn auch immer.  Oder?  Dann ist es für jeden ein Widerspruch wenn Menschen genau die Zustände hier wieder haben wollen die ihnen nur Leid und Elend in ihren Heimatländern gebracht haben. Wäre es da nicht logisch mich zu intigrieren und mich diesen neuen Kulturkreis anzupassen? Schließlich hat unsere Art zu Leben jeden einen gewissen Wohlstand und 70 Jahre Frieden gebracht. Über die Zusammensetzung der Flüchtlinge kann man sich auch nur wundern . Wo sind die ganzen Frauen und Kinder? Auf den Nußschalen die im Mittelmeer treiben sind immer nur Männer im besten Alter. Gegen Frauen und Kinder hätte hier sicherlich niemand was. Aber es gibt eben ein paar Ungereimtheiten die einfach der Klärung bedürfen. Und unsere Politiker setzen dem ganzen dann noch die Krone auf in dem sie behaupten bei über 3 Millionen Arbeitslosen  brauchen wir Fachkräfte aus 3. Welt Staaten. Für uns hier klingt das alles ziemlich lächerlich. Kann schon sein das wir nicht viel bewegen können aber die Politiker wissen jedenfalls jetzt das wir uns nicht für dumm verkaufen lassen.";criticism
945828522122238;Warum nicht auch mal MÜnchen???;nothing
854999394538485;Wer sind die Medien ? Wohl niemand,der Wahrheit spricht !;nothing
855114854526939;Le slogan de l'Union avec nos frères européens ! Bravo !;nothing
989203981118025;unglaublich! gefährlich sind die asylanten!;nothing
1063231453715277;Der Somalier war 100% AfD Mitglied..........;nothing
887994551238969;Ja Leute, hoffen und bauen wir auf Frankreich. Leider sind unsere Politiker blind. Die Forderungen, Ängste und Bedenken unserer Leute werden einfach ignoriert und ganz hinten angestellt. Die Zeit ist reif, wenn wir nicht gemeinsam handeln werden wir eine Zukunft haben die keiner von uns normal denkenden Menschen haben will. Es ist fünf vor Zwölf ! ! !  WACHT AUF ! ! !;criticism
1063397070365382;Sizan Suar oh ein gutmensch:-) der das deutsche volk weg haben will.... Jetzt geh in Bettchen sonst bekommst du nichts zu essen wenn du nicht brav bist Kindchen ...;nothing
1010750565630033;Warum nicht in der dritten Liga?;nothing
1056909927680763;Lächerlich;nothing
935263149845442;Und dann kommt noch hinzu traue keiner studie die du nicht selbst gefälscht hast.deswegen wirds das nie geben;nothing
883015605070197;http://www.volksstimme.de/nachrichten/magdeburg/1439109_Bis-Ende-des-Jahres-rund-980-Unterkuenfte-noetig.html;nothing
1055121777859578;Es sind 60 Mio. Menschen auf der Flucht wenn nur ein paar Prozent von denen und die Afrikaner die auf gepackten Koffern sitzen zu uns kommen, heisst es Game Over!;nothing
945447232160367;http://de.europenews.dk/Immer-mehr-Sonderrechte-fuer-Zuwanderer-78037.html;nothing
945999458771811;"Das gefällt mir nicht ;-(";nothing
982686348436455;Haha Mario Michael, stell dich mal lieber euren ultras entgegen.;nothing
1018209308217492;Can Cetinkaya Ich bin nicht faul und habe mehr steuern als sie bezahlt. Halt die klappe und mach ne fliege hier.;nothing
1011304365574653;Dafür wissen Sie wie man die deutsche Rechtschreibung (bei euch ja wohl Rechtsschreibung) beherrscht!;nothing
862197613818663;Sie sind ein dämlicher Rassist. Daneben ist es scheissegal was Sie glauben sonst noch so alles zu sein oder nicht.;nothing
855000141205077;wisst ihr ich sehe pegida eh als gruppe, mich interessieren die orgas nichts, die idee und das was pegida aussagt ist das was mich interessiert.;nothing
1111437892227966;Wenn ich schon Aktivisten lese kommts mir hoch. Diese Spinner !!;nothing
1085;Meine Ehre heißt Treue‼︎>╰(‘ω’ 卐)╯三;agitation
1145;Rotfront verrecken, wir sind die Freiheit und wir werden uns verteidigen!;agitation
861963107175447;werde erst Erwachsen Can;nothing
1043763608995395;Salz-Brom gelten in der Medizin als Heilmittel bei Zuständen erhöhte nervöse Erregung, Hysterie, Neurasthenie, Reizbarkeit, Schlaflosigkeit, auf dem Boden nervöser Erschöpfung, zur Behandlung von Epilepsie und anderen Krämpfe Erkrankungen auf der Basis erhöhte Erregbarkeit der motorischen Zonen der Großhirnrinde. Und auch für die Senkung der Libido bei Rekruten in der Armee .;nothing
1152534421451646;sowas nennt sich dann also Meinungsfreiheit und Demokratie?;criticism
1101;Sieg Heil für unser liebes Vaterland #DeutschlandErwache;agitation
1013509425354147;tja da scheints einer auch kappiert zu haben  was hier jeden tag abgeht ! und Schweden hat es uns jahrelang gezeigt wie das kllapt ! oder auch nicht!;nothing
1649;Hässlich und Dumm noch Fragen,können Sie noch in den Spiegel schauen Pfui Teufel, wie Hundescheisse,;nothing
861956427176115;Wir sind dabei...Daumen drück für das Neue Orga-Team!;nothing
1063444807027275;"Dresden Drecksvolk ..na wie gut.daß wir dich süßes schnckeliges kerlchen nun haben ,das gerne schmutzige worte in seine zuckersüße schnute nimmt..was wäre deutschland nur ohne solche bereicherer wie dir ? richtig :schöner :)  ...wegen solcher evolutiontragödien wie dir bin ich sowas von froh,nicht mehr im westsektor zu leben....man merkt gleich- du bist ein mann von welt ! ein prolet der ersten stunde !...denkst du ernsthaft,daß man sich über deinen erguß der lächerlichkeit aufregt ? du süßer fratz,da muß ich dich enttäuschen ! du verursachst keine zornesfalten oder gar sorgenfalten sondern LACHFALTEN ! ...wenn ich dich kleinen wonneproppen so lese,dann habe ich das bild eines quengelnden kleinkindes vor mir ,das pampers und schlabberlatz trägt und flennt weil es seinen schnuller nicht findet ...was bin ich froh,der weichspülkultur entkommen zu sein, in der zu leider immer weiter zu verlottern drohst.... und je mehr ich von dir lese,desto froher bin ich,daß ich inzwischen in sachsen lebe und evolutionspannen wie dich nimmer so oft live+in farbe ertragen zu müßen....und wenn dich gebürtige ddr-bürger so lesen,dann könnte ich mir durchaus vorstellen,daß der eine oder andere sich denkt :lieber auf bananen verzichten und dafür dich von der backe haben !  (übrigens : es gab auch ab und an bananen  in der ddr ..nicht so oft und nicht in rauhen mengen aber dadurch wußte man das auch zu schätzen...wie lange ist es her,daß du dich über so eine kleinigkeit freuen konntest ? ach,richtig..kannst du ja gar nicht..weil für dich alles selbverständlich ist und du in deiner selbstgefälligen wessi art denkst, die weisheit mit löffeln gefuttert zu haben....merke auf :du hast in deinem leben absolut nix dazu beigetragen, daß deine ahnen rein zufällig in dem von den bubble-gums beherschten sektor gelebt haben....du bist einfach nur ein verwöhntes WOHLSTANDSNICHTS , das keinen schimmer von den menschen hier hat aber denkt, große reden schwingen zu können...merkst du eigentlich,wie du meine ex-landsleute hier dahstehen läßt (ja,ich bin wessi !) mit deine schimpfwortarie ? so wie du hier den westteil der (noch)republik repräsentierst ,vermittelst du den eindruck,daß alle wessis proleten sind....traurig ist das ! wenn du nicht in der lage bist,deinen unmut über bautzen z.b. in manierlichem tonfall zum ausdruck zu bringen, dann hast du ein problem - nicht die menschen hier vor ort.....nimm es mir nicht übel,aber ich nehme dich nicht ernst...anbei :ich lebe nun hier vor ort und sage dir ins gesicht :lieber bin ich ""dresden drecksvolk"" als auch nur im entferntesten mit dir in zusammenhang gebracht zu werden ! und daher : DRESDEN ZEIGT WIE'S GEHT ! WIR SIND DAS VOLK ! A U S M I S T E N ! WIDERSTAND ! MERKEL MUSS WEG ! I <3 SACHSEN ! JE SUIS SACHSE ! ..und nun :zieh leine !";subversive
876443645727393;"Das ist ja schön, dass man z. B. in Indonesien und Vietnam glaubt, wir wollten keine ""Zuwanderer"", vielleicht bleiben sie dann auch dort.";nothing
1055539311151158;"Irre ist dabei, daß es seit Jahren, wenn nicht Jahrzehnten, Mahner, sogar in der SPD (!) gibt, die exakt davor warnten, was uns blüht, wenn 2016 der Umschwung nicht gelingt.
Sarrazin: Deutschland schafft sich ab.
Merkel: Wir schaffen das!
http://www.berlinerliteraturkritik.de/uploads/pics/sarrazin_L.jpg 

Und sogar die Presse hatte das eigentlich schon kapiert:
http://rollingplanet.net/wp-content/uploads/2012/01/Bild-Sarrazin-Titel-klein.jpg";criticism
1069125263125896;kennst di aus???? widerlich.....;nothing
1096061870432235;he, die gucken nur zu!!!!;nothing
1152507324787689;Heidi weil wir unser Land lieben hat das nichts mit dumm zu tun. Wir respektieren Eure Verbundenheit mit Euren Parteien;nothing
1011182442253512;Den Nürnbergern viel Erfolg heute?? Wir sind Montag wieder in Duisburg dabei.;nothing
1063681143670308;Ich muss aber dementieren, denn ich fand die Lehrer in der DDR alles andere als qualifiziert. Das muss nicht stimmen, mein Eindruck war es aber.;nothing
1064392373599185;Eigentlich geht den Arbeitgeber die politischen Aktivitäten des Arbeitnehmers nichts an. Es ist eine Frechheit das der Arbeitgeber einen Vorschreiben will wie man zu denken hat. Normalerweise kann der Arbeitnehmer den Arbeitgeber verklagen wenn er eine Kündigung bekommt nur wegen eine andere politische Ansicht.;nothing
888001837904907;Der wahre Islam, ist böse.;nothing
862052017166556;es ist nur noch eine Sekunde vor 12,;nothing
1035157373189352;"Da musst Du Dir einfach alle bisherigen Episoden anhören. https://youtu.be/5UnaQdCW20k
https://youtu.be/Dntb7c0mryo
https://youtu.be/lIet5ZYFTxU";nothing
989556204416136;Sie machen es absichtlich UND haben keinen Plan ...;nothing
862086183829806;"Jetzt beleidigt und abhauen ... aber natürlich, wir sind unter deinem Niveau ;-) Schwach einfach, ganz schwach";nothing
1010179405687149;Wir wollen in unserer Heimat keinen nahen Osten, keine rückständige muslimische Gesellschaft, die uns ihre Konflikte aufzudrücken sucht! Multikulti soweit okay, wenn sich diese Ausländer unseren Werten anpassen und unsere Demokratie und das GG akzeptieren, sonst bitte woanders hin!;nothing
876303655741392;http://www.cash.ch/news/topnews/griechenland_droht_mit_fluechtlingsflut-3299017-771;nothing
1043681459003610;https://www.facebook.com/Anonymous.Kollektiv/videos/1031005206945939/;nothing
876570995714658;Typisches bild. Ich war gerade einkaufen. Zwei vermumte den einkaufswagen voll neue adidas klamotten an und das Handy am ohr. So sehen unsere arbeitskräfte aus.;nothing
1010202732351483;Brechen wir ab,  Sie sind unrealistisch ??.;nothing
989211717783918;Hat mir echt den Tag gerettet...Danke;nothing
1396482569252790272;@leuchtet_helle @charlottelokal Die #ZeugenCoronas müssen ebenfalls therapiert werden nach Entlassung und Inhaftierung der politisch und medial Verantwortlichen für die durch Maßnahmen geschaffene größte Katastrophe nach dem letzten Weltkrieg. #MerkelMussWeg #HaftFuerAlle;agitation
1288;@censredqp gang mal gym du nutte;nothing
1052581034780319;na hat der sich mit 15000 teilnehmer verschätz, das werden bestimmt viel mehr...allein in der montagsdemo waren schon ca 35000 teilnehmer dabei;nothing
1052388504799572;Stimmt Rosi;nothing
1387019573694713856;@MDR_SAN @OmaPsch Scheiss Kommunisten. Einen ganzen Block zerstört und Jun ersuchen sie es, indem sie sich den Islamisten Anbietern.  #Rotfaschisten.. 👎 #BrauneFaschisten.. 👎 Ihr seid eine Minderheit und das ist gut so. 😉;nothing
862028687168889;Mustafa Al - Khasib , Humor hast du ja wohl oder hast du einen Clown gefrühstückt. Belassen wir's dabei viele Grüße;nothing
1722;Slovenien macht die Grenze dicht! Noch eine gute Nachricht! #merkelmussweg #abmerkeln #refugeesnotwelcome;subversive
855115507860207;"Servus , ich erkläre mal warum wir am Montagabend nach Dresden gehen ,
und nicht auf Gewalt oder sonst einen extremen Scheiß stehen.

Wir sind Mündige Bürger und keine Sklaven Die alle 4 J. das kleinere Übel wählen dürfen von dieser SCHEISSE.

Ich möchte nicht irgendwann in einem totalitären autokratischen Staat erwachen und mir dann vorwerfen müssen,
ich hätte nicht alles unternommen, um einen solchen zu verhindern
( wie es war von 1933 bis 45 , und alle schauten weg)
. Ich bin erzogen, Anderen, vor allem Schwächeren und Hilfsbedürftigen, zu helfen, aber auch alle Dinge kritisch zu hinterfragen und nicht als gottgegeben anzunehmen ( darum Bürgerdemokratie).
Vielleicht bin ich damit zu kritisch und stelle politisch Korrekten manchmal unangenehme Fragen, aber deswegen bin ich gerade aufgrund meiner Aufgeklärtheit wohl einer der größten und gefährlichsten Gegner von Extremisten, weil man mich nicht einfach manipulieren kann.

Ich mag keine HALBEN SACHEN UND ICH WERDE ETWAS DAGEGEN TUN .

gez. Berl";criticism
1012627452109011;Möchtegern;nothing
1012398645465225;=) Ich brauche einen Vertrauensvorschuss von Euch! Sonst ein Teil meiner Antwort macht Euch alle unsicher!;nothing
862000027171755;"Aufgeben?  Was ist das? ;-)";nothing
1063232907048465;ja,und nun??;nothing
855489517822806;wie wäre es mit einem neuen Logo Internationaler Freier Bürger Bund Deutschland ev und ein Zusammenschluss  als Dachorganisation. mit  allen anderen Pegida Verbänden.;nothing
1096186077086481;Okay I have a question, hope someone over there in Germany can give an answer.  Where are these people getting these nice tents?  Think about it, they are refugees who just left a war torn country yet they have time to stop at Cabela's or Gander Mountain (any camping supply stores) along the way and buy a nice camping tent?  I really doubt this.  Who is giving these people these tents?;nothing
989229874448769;Seit google translate kann sich ein Journalist jetzt eigentlich nur noch auf grobe Fahrlässigkeit berufen. In meinen Augen ist es eher politische Hetze.;nothing
855025197869238;"Bezahlt von wem?

Vom Michel...";nothing
855121767859581;Wie kann man etwas Kleines denn klein reden? Weist du, ich habe keine lust, mich so weit nach unten zu bücken um auf dein Niveau zu kommen.;nothing
854998371205254;"In den Medien heißt es, PEGIDA stehe nach dem Rückzug von Lutz Bachmann vor dem Aus. 
Was sagt ihr dazu ?";nothing
945980528773704;"Oberbekloppte Wessis ...... Damen der feinen Gesellschaft haben nichts gegen Vergewaltigung .........
Mein Gott was bist du den für ein Trottel ?
Bin selbst aus Mitteldeutschland aber für solche Typen wie dich empfinde ich nur sowas wie fremdschämen .";nothing
882746038430487;"Was soll das ....der Marokkaner wurde nicht umgebracht....sondern er hatte eine Infektion und ist an einer Lungenembolie gestorben
Warum muss wenn hier ein Flüchtling stirbt....erst die Schuldigen gesucht.....oder es wird gleich wieder auf rechtsradikal gewittert.....ist doch bekloppt..so wird noch mehr Hass geschürt
Außerdem seid wann ist ein Marokaner ein Flüchtling.....das ist mir neu.....entweder hat der was ausgefressen in sein Land....oder weis der Geier.....

Zum Anschluss noch....( ist mir auch egal wenn man mich dann als Braun beschimpft....obwohl ich es nicht bin)......ich bin der Meinung das es langsam reicht mit den ganzen Asylers.....unser Land wird hier beschissen müssen immer mehr aufnehmen....sollen immer mehr bezahlen.....Beispiel die anmahnung von den Griechen das die pfänden wollen.....obwohl wir schon längst unsere Schuld bezahlt haben
Aber weh wenn der Deutsche sich mal wehrt dann heißt es ""du böser Deutscher...du Nazi""......
Und unsere Regierung....was machen die.....mich kotzt das hier langsam alles an";criticism
855186567853101;Regierung wacht auf de Antifa sind de waren Verbrecher;criticism
982668855104871;"Deshalb werden die auch nicht
Von den in Katar und anderen arab.Staaten aufgenommem";nothing
957761217595635;Hut ab Dresden!! ?? das gefällt mir!!!;nothing
960952977276459;"Auf mich wirkte der Beitrag wie ein Theaterstück, voll die Inszenierung und wie immer - wird in auch nicht im geringsten Kritik am aktuellen System geäußert. Es scheint so, als würden es nur einige weniger intellektuelle Bürger sein, die im Internet ihren Frust unangemessene Weise darstellen.
Aber was ist mit den vielen anderen, die konstruktive Kritik äußern und ebenfalls nicht mit dem aktuellen Geschehen einverstanden sind? 

http://www.tagesschau.de/inland/kommentar-fluechtlinge-101.html";criticism
1056516314386791;??????;nothing
985368981501525;Klasse, ich bin stolz auf Euch.;nothing
982642885107468;Ich befürchte, das das Oktoberfest sehr, sehr Blutig werden wird...;nothing
1063809053657517;Susi Flocke Das habe ich doch nur theoretisch gemeint. Natürlich ist Bildung wichtig Ich wollte damit nur sagen, dass es nur Wenige gibt, die nach ihrem Abi nicht abheben und den Ego-Trip einschlagen. Natürlich will ich das Beste für meine Kinder. Einer hat sein Abi gemacht. :-);nothing
1106064222765333;Hat Dresden schon....die Yenitze??  und darin findet ein angenehmer Dialog der Kulturen statt....vorbildlich.;nothing
945828322122258;Die Leute, die für diese Schwarzwurzel-Menagerie sorgen, können nur Scheiße im Kopf haben! Ab in die Geschlossene mit ihnen. Zum Glück ist das in unserem Kolonial-Mutterland. Wir hätten da viel zu viel gute Erzieher bereitstehen!;nothing
1095981160440306;einsatzschild ins gesicht und dann ist alles wieder gut       Recep Catakli;nothing
1013807218657701;"Dass Herr Schuster zu ähnlichen ""Erkenntnissen"" gelangt, liegt daran, dass Angehörige von Minderheiten, die potenziell Opfer von Diskriminierung sind, selbst nicht vor rassistischen Stereotypen gefeit sind. Der Unterschied ist allerdings, dass sie strukturell weniger in der Lage sind, ihre rassistischen Positionen auch in tatsächliche Diskriminierungen auf gesellschaftlicher Ebene umzusetzen - ganz im Gegensatz zu Pegida, deren Anhänger überwiegend der Mehrheitsgesellschaft angehören.";nothing
882739298431161;"?? Der schwarze Humor hier, ist zu köstlich!
Aber was soll man machen...das muss raus, sonst beißt man noch in den Tisch, bei dem ganzen Irrsinn hier.";nothing
1152516391453449;Ich hätte da auch ohne AFD Mitglied zu sein, nicht mit gemacht....;nothing
1007147909323632;Wenn dem so ist,dann hat man Wort gehalten und den Schleppern das Geschäft versaut .Aber das ist dann auch schon alles an guten Nachrichten in dieser Sache.;nothing
1134070953297993;Patrick Brendle;nothing
855039801201111;Auf geht es, wir sollten keine eigenen Demo am Montag veranstalten. Krumbiegel, Grönemeyer und Co vertragen ein größeres Publikum. Wir testen wie viele Menschen der Neumarkt verträgt.;nothing
861951900509901;"Ey Leute das interpretiert ihr falsch Simpsons gehen bei mir nicht über Politik sie gehen nur über eure komischen Märsche; )";nothing
876408682397556;bei einer völlig unkontrollierten masseneinwanderung ohne jede überprüfung von vorleben und qualifikation ist diese aussage der arbeitsagentur trottelhaft;criticism
1134437593261329;Haben viele schon gemacht, Frau Merkel, und vielleicht könnten sie mal einige Kennenlerner und besonders Kennenlernerinnen welche sich in Krankenhäusern erholen doch mal besuchen.;criticism
1010180879020335;Burkaverbot auf jeden Fall, das Ding ist angsteinflößend und gefährlich, man weiß nie wer oder was druntersteckt!;nothing
1052385528133203;"Grundwerte der Demokratie?

Petry verweist auf die Rechtslage bei unauthorisiertem Grenzübertritt und in der Presse steht: Petry will auf Kinder schiessen lassen.

Köln, Neujahr: Die Politik verpasst Presse und Polizei einen Maulkorb

Linksrotgrüne Extremisten werden für Demos bezahlt

Demos für ISIS sind nicht verboten

Der Sharia Polizei Prozess endet ohne Verurteilung

Die AfD wird beim SWR Polittalk nicht eingeladen

.... usw usw usw

Ja, richtig... unser Grundrechtsempfinden wird mit Füssen getreten.....";criticism
1105695116135577;https://gloria.tv/article/pZNVnBRyma3;nothing
888042754567482;wie kann man so tief sinken und sich für den Front Nation aussprechen. Der Front Nation will z.B. auch mehr gegen Deutschland vorgehen. Macht mal eure Augen auf.;nothing
861991283839296;"Ach was wir nicht alles sind ... juckt mich gar nicht mehr ;)";nothing
1095905927114496;Wenn so ein LKW erst mal rollt sitzen die sicher nicht mehr da. Schade das es noch zu viele nette Menschen gibt.;nothing
1063475433690879;NICHT der künstlich geschürte FREMDENHASS ist besorgniserregend, SONDER der suizidale DEUTSCHENHASS!;nothing
945918685446555;Sofort rausschmeisen.;nothing
1064383026933453;Ganz einfach.Frau Angelika Honecker hat nicht mit den Widerstand in Sachsen gerechnet.Und die Sachsen werden 2016,2017 wieder als Helden in die Geschichte eingehen.Bestes Beispiel AfD;nothing
1010225505682539;Judith Becker, danke ??!;nothing
1082403395131416;"Begib dich mal auf die Reise.
Du bist ja der größte Affe.";nothing
991257280912695;Lausige Amateure...;nothing
855003237871434;Super??Holland grüst;nothing
1035099713195118;jetzt kann ich  die Hymne  auch bald auswendig  lol :-);nothing
1112100508828371;Geht´s noch?...Ramona singt sehr gut...;nothing
1456;@user Wir werden nicht aufhören, unsere Überlegenheit zu demonstrieren. Der Jude ist unser Feind #SiegHeil;nothing
989187127786377;Am Milch Preis ist pegida noch nicht schuld. Noch;nothing
855029561202135;Ja wer is denn nun das Orga Team?;nothing
1105402639498158;Gibt es denn in Dresden so viele Muslime?;nothing
876256862412738;Auch, dass in China ein Sack Reis umfiel ??;nothing
1066428593395563;eine komplette Erneuerung der Schulbildung wäre mal von Nöten und der heutigen Zeit angepasst, jedoch mehr politische Bildung??? Dadurch erzieht man sich aber keine dummen Menschen, welche dann Ihre Parteien wählen. Aber es werden vielleicht neue bessere Politiker entstehen, wo man eventuell mal wieder die Versprechen und Wahlthemen glauben kann. Bislang haben alle Politiker eins gemeinsam. Sie sind verlogen und wirtschaften in die Tasche was geht. Wann hat mal einer freiwillig gesagt, statt die Diäten zu erhöhen, senken wir Steuern? Warum verdienen Politiker soviel Geld für soviel gequirlte Scheiße, eine Friseurin steht 8h im Salon und muss trotz Mindestlohn mit Hartz 4 aufstocken. Altenpfleger bzw. überhaupt Pflegeberufe sind mit Herzblut rund um die Uhr für ihre Bewohner da, und sie verdienen einen Witz. Also warum verdient der Politiker mehr???? Warum wird darüber nicht mal debattiert, da macht ihr wenigstens mal was sinnvolles.;criticism
888032534568504;Danke.;nothing
875553762483048;Es   gäbe ein noch wichtigeres Themen für die Pegida -  liebe  Freunde ,   habt ihr  gewusst das statistisch 16% der Bürger hier im Land (wären   25000!! Personen Eurer  Seite) in Armut leben. Das wäre doch mal ein   gutes THEMA ...  https://www.facebook.com/pages/Die-Not-beginnt-zu-Hause/780646168689731?ref=hl;nothing
1007149165990173;"Ich halte Putin ebenfalls für einen aufrechten Mann. Seine Argumente sind nachvollziehbar. Er stützt lieber Assad als das Land im Chaos versinken zu lassen. 
Schaut euch an welch ein Trümmerfeld der Amerikaner im Irak und Libyen hinterlassen hat.";nothing
882678781770546;Kann ja mal passieren.;nothing
945982058773551;na dann viiieeeeelll Glück München...;nothing
982753695096387;"??????Habe grade in den Nachrichten gesehen ,
Es kommt noch schlimmer.
In Afghanistan warten Millionen auf gepackten Koffern .........Deutschland wir kommen ??????";nothing
982647398440350;Das gefällt euch, wenn Menschen gequält werden, was?;nothing
993811343990622;??;nothing
991250197580070;Kein Bild kein Ton wo seit ihr nur?;nothing
982638725107884;Genau die wollen wir??vermummte steinewerfer.;nothing
876298015741956;Wir haben selbst genug arbeitlose Fachkräfte.Wie wärs wenn man die erst mal in Lohn u.Brot bringt?;criticism
